image_path,artist,style,genre,genre_top1_name,genre_top1_score,genre_top2_name,genre_top2_score,genre_top3_name,genre_top3_score,genre_top4_name,genre_top4_score,genre_top5_name,genre_top5_score
monet/monet_test_5.jpg,claude-monet,Impressionism,landscape,landscape,0.889391,cityscape,0.600458,genre_painting,0.408426,portrait,0.391141,sketch_and_study,0.303045
monet/monet_test_6.jpg,claude-monet,Impressionism,landscape,landscape,0.892542,cityscape,0.546998,portrait,0.437461,genre_painting,0.421384,still_life,0.279533
monet/monet_test_7.jpg,claude-monet,Impressionism,cityscape,cityscape,0.862845,landscape,0.690311,genre_painting,0.448184,portrait,0.399293,still_life,0.246435
monet/monet_test_8.jpg,claude-monet,Impressionism,landscape,landscape,0.898123,cityscape,0.496048,portrait,0.480364,genre_painting,0.397878,still_life,0.272101
monet/monet_test_9.jpg,claude-monet,Impressionism,landscape,landscape,0.848425,portrait,0.665293,sketch_and_study,0.495718,genre_painting,0.409050,cityscape,0.324334
picasso/picasso_test_0.jpg,pablo-picasso,Post_Impressionism,nude_painting,sketch_and_study,0.753134,genre_painting,0.740122,nude_painting,0.693491,still_life,0.341907,portrait,0.296336
picasso/picasso_test_1.jpg,pablo-picasso,Cubism,still_life,still_life,0.869509,genre_painting,0.662365,portrait,0.451134,nude_painting,0.355263,landscape,0.328929
picasso/picasso_test_2.jpg,pablo-picasso,Symbolism,portrait,genre_painting,0.881630,portrait,0.573096,nude_painting,0.439044,still_life,0.424767,sketch_and_study,0.357749
picasso/picasso_test_3.jpg,pablo-picasso,Expressionism,nude_painting,nude_painting,0.761338,genre_painting,0.759696,sketch_and_study,0.632927,portrait,0.360923,still_life,0.345673
picasso/picasso_test_4.jpg,pablo-picasso,Expressionism,nude_painting,nude_painting,0.742914,genre_painting,0.742803,sketch_and_study,0.661514,portrait,0.410703,still_life,0.328208
picasso/picasso_test_5.jpg,pablo-picasso,Cubism,still_life,still_life,0.880957,genre_painting,0.628637,portrait,0.463257,nude_painting,0.372220,cityscape,0.257030
picasso/picasso_test_6.jpg,pablo-picasso,Symbolism,genre_painting,genre_painting,0.866202,portrait,0.602040,still_life,0.470892,nude_painting,0.415713,sketch_and_study,0.409661
picasso/picasso_test_7.jpg,pablo-picasso,Expressionism,portrait,sketch_and_study,0.777462,genre_painting,0.741336,still_life,0.647209,nude_painting,0.344542,portrait,0.298648
picasso/picasso_test_8.jpg,pablo-picasso,Cubism,nude_painting,genre_painting,0.812933,still_life,0.732137,nude_painting,0.513378,portrait,0.420104,sketch_and_study,0.328600
picasso/picasso_test_9.jpg,pablo-picasso,Symbolism,genre_painting,genre_painting,0.859927,portrait,0.584836,nude_painting,0.520763,still_life,0.381498,sketch_and_study,0.354076
rembrandt/rembrandt_test_0.jpg,rembrandt,Baroque,portrait,portrait,0.772923,sketch_and_study,0.738381,genre_painting,0.668265,religious_painting,0.327934,still_life,0.315179
rembrandt/rembrandt_test_1.jpg,rembrandt,Baroque,religious_painting,sketch_and_study,0.840527,genre_painting,0.713765,religious_painting,0.529029,landscape,0.372864,cityscape,0.256597
rembrandt/rembrandt_test_2.jpg,rembrandt,Baroque,landscape,landscape,0.842679,sketch_and_study,0.682955,genre_painting,0.524971,cityscape,0.386626,nude_painting,0.316558
rembrandt/rembrandt_test_3.jpg,rembrandt,Baroque,portrait,portrait,0.845343,genre_painting,0.581149,religious_painting,0.562533,sketch_and_study,0.545147,still_life,0.269928
rembrandt/rembrandt_test_4.jpg,rembrandt,Baroque,genre_painting,genre_painting,0.753092,religious_painting,0.660938,sketch_and_study,0.591325,still_life,0.521089,portrait,0.500317
rembrandt/rembrandt_test_5.jpg,rembrandt,Baroque,portrait,portrait,0.890602,genre_painting,0.495899,religious_painting,0.485367,sketch_and_study,0.463011,still_life,0.295556
rembrandt/rembrandt_test_6.jpg,rembrandt,Baroque,genre_painting,genre_painting,0.850659,sketch_and_study,0.685806,portrait,0.565327,landscape,0.284924,nude_painting,0.273740
rembrandt/rembrandt_test_7.jpg,rembrandt,Baroque,religious_painting,religious_painting,0.840181,genre_painting,0.614282,sketch_and_study,0.549981,portrait,0.498824,nude_painting,0.351197
rembrandt/rembrandt_test_8.jpg,rembrandt,Baroque,portrait,portrait,0.888720,genre_painting,0.566994,religious_painting,0.437833,sketch_and_study,0.436592,still_life,0.292296
rembrandt/rembrandt_test_9.jpg,rembrandt,Baroque,portrait,genre_painting,0.761060,portrait,0.734465,sketch_and_study,0.704910,religious_painting,0.276155,landscape,0.272067
da_vinci/da_vinci_test_0.jpg,leonardo-da-vinci,High_Renaissance,religious_painting,religious_painting,0.759755,sketch_and_study,0.641183,genre_painting,0.631828,portrait,0.603992,still_life,0.345230
da_vinci/da_vinci_test_1.jpg,leonardo-da-vinci,Early_Renaissance,sketch_and_study,sketch_and_study,0.892462,genre_painting,0.483020,cityscape,0.447074,still_life,0.412111,religious_painting,0.402956
da_vinci/da_vinci_test_2.jpg,leonardo-da-vinci,High_Renaissance,religious_painting,religious_painting,0.857813,portrait,0.639116,sketch_and_study,0.507827,nude_painting,0.418299,genre_painting,0.364572
da_vinci/da_vinci_test_3.jpg,leonardo-da-vinci,Early_Renaissance,sketch_and_study,sketch_and_study,0.891741,portrait,0.481733,religious_painting,0.430580,genre_painting,0.428432,still_life,0.361198
da_vinci/da_vinci_test_4.jpg,leonardo-da-vinci,High_Renaissance,sketch_and_study,sketch_and_study,0.880098,nude_painting,0.528090,religious_painting,0.518050,genre_painting,0.397129,portrait,0.371845
da_vinci/da_vinci_test_5.jpg,leonardo-da-vinci,Early_Renaissance,religious_painting,religious_painting,0.842796,portrait,0.569145,sketch_and_study,0.567622,genre_painting,0.534944,still_life,0.343973
da_vinci/da_vinci_test_6.jpg,leonardo-da-vinci,High_Renaissance,sketch_and_study,sketch_and_study,0.898307,portrait,0.474410,religious_painting,0.440603,genre_painting,0.403477,landscape,0.333018
da_vinci/da_vinci_test_7.jpg,leonardo-da-vinci,Early_Renaissance,sketch_and_study,sketch_and_study,0.879360,genre_painting,0.593522,religious_painting,0.441562,portrait,0.373714,still_life,0.336229
da_vinci/da_vinci_test_8.jpg,leonardo-da-vinci,High_Renaissance,portrait,portrait,0.829326,sketch_and_study,0.727071,religious_painting,0.544026,genre_painting,0.376672,still_life,0.243342
da_vinci/da_vinci_test_9.jpg,leonardo-da-vinci,High_Renaissance,sketch_and_study,sketch_and_study,0.911002,landscape,0.459894,genre_painting,0.375277,religious_painting,0.354028,still_life,0.320005
